CustomerName;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;CustomerType;CustomerScore
Roy Ramos;66;M;M;100000,00;4;0;Bachelors;Management;1;2;Person;Standard
Arthur Kapoor;88;S;M;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Chad Anand;64;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Franklin Ma;71;S;M;40000,00;2;0;Bachelors;Management;0;1;Person;Standard
Rafael Zeng;49;M;M;40000,00;0;0;High School;Skilled Manual;1;1;Person;Good
Samantha Harris;49;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Gavin Gonzales;49;S;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Shelby Murphy;48;S;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Dwayne Suarez;44;M;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Kaitlyn Russell;44;S;F;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Devin Lopez;45;S;M;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Seth Bennett;45;S;M;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Rafael Zhou;87;M;M;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Kellie Ortega;87;S;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Katelyn Mitchell;46;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Abigail James;46;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Angela Washington;46;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Olivia Lewis;47;S;F;30000,00;0;0;Partial High School;Clerical;0;2;Person;Poor
Seth Johnson;47;M;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Victoria Garcia;45;S;F;30000,00;0;0;Partial High School;Clerical;0;2;Person;Poor
Deb Price;84;M;M;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Laura Ma;83;M;F;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Eddie Navarro;83;M;M;40000,00;2;0;Bachelors;Management;0;2;Person;Standard
Clifford Gonzalez;81;M;M;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Jaime Muñoz;81;M;F;60000,00;2;0;Graduate Degree;Management;1;1;Person;Standard
Madison Garcia;48;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Alex Phillips;48;S;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Emma Long;48;S;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Christian Martinez;48;M;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Logan Hall;48;S;M;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Adrienne Jiménez;48;S;F;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Alejandro Deng;48;M;M;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Jesse Phillips;48;M;M;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Ian Jones;48;S;M;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Rachel Moore;49;S;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Brandon Harris;50;S;M;50000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Stephanie Allen;50;S;F;50000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Carlos King;50;M;M;50000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Joseph Wilson;51;M;M;60000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Jordyn Wood;52;S;F;80000,00;0;0;Bachelors;Management;0;1;Person;Good
Alex Perez;56;M;M;80000,00;0;0;Bachelors;Management;0;1;Person;Good
Mariah Coleman;56;M;F;80000,00;0;0;Bachelors;Management;0;1;Person;Good
Megan Lewis;56;M;F;90000,00;4;4;Bachelors;Management;1;1;Person;Standard
James Nelson;56;M;M;90000,00;4;4;Bachelors;Management;1;1;Person;Standard
Julian Barnes;57;M;M;100000,00;2;0;Bachelors;Management;1;2;Person;Good
Gavin Coleman;57;M;M;110000,00;0;1;Graduate Degree;Management;1;0;Person;Good
Katherine Hernandez;57;S;F;110000,00;0;1;Graduate Degree;Management;0;2;Person;Good
Jillian Martinez;57;S;F;130000,00;0;0;Graduate Degree;Management;0;2;Person;Good
Franklin She;57;S;M;160000,00;0;0;Graduate Degree;Management;0;0;Person;Good
Andres Xie;66;M;M;130000,00;2;3;Bachelors;Management;0;4;Person;Good
Phillip Perez;66;M;M;130000,00;2;3;Bachelors;Management;1;4;Person;Good
Blake Long;66;S;M;130000,00;2;4;Partial College;Professional;0;0;Person;Good
Alisha Luo;66;M;F;150000,00;1;3;Partial College;Professional;1;2;Person;Good
David Shepard;67;M;F;110000,00;2;4;Partial College;Professional;1;3;Person;Good
Cynthia Perez;67;M;F;130000,00;2;4;Partial College;Professional;1;2;Person;Good
Cynthia Saunders;67;S;F;150000,00;2;4;High School;Professional;0;3;Person;Good
Latasha Diaz;68;S;F;100000,00;2;3;Partial College;Professional;1;4;Person;Good
Colin Zheng;68;S;M;110000,00;3;4;Partial College;Professional;0;4;Person;Standard
Janet Martin;68;M;F;120000,00;3;4;Partial High School;Professional;1;4;Person;Standard
Janet Sheperdigian;68;M;M;170000,00;3;3;Partial College;Professional;1;4;Person;Good
Arturo Liang;69;S;M;100000,00;2;3;High School;Professional;1;4;Person;Good
Arthur Moreno;69;S;M;110000,00;3;4;Partial College;Professional;0;4;Person;Standard
Kellie Romero;69;S;F;110000,00;3;4;Partial College;Professional;0;4;Person;Standard
Douglas Raman;69;S;M;170000,00;3;3;High School;Professional;0;4;Person;Good
Adam Hughes;70;M;M;80000,00;4;2;Partial College;Professional;0;1;Person;Standard
Dana Gomez;80;S;F;90000,00;5;0;Partial College;Professional;1;2;Person;Standard
Crystal Liu;80;M;F;110000,00;3;4;Bachelors;Management;1;4;Person;Standard
Darryl Li;80;S;M;130000,00;3;4;Bachelors;Management;0;3;Person;Standard
Randy Ma;80;M;M;130000,00;3;4;Bachelors;Management;0;4;Person;Standard
Molly Malhotra;79;M;F;60000,00;3;1;Partial High School;Skilled Manual;1;3;Person;Standard
Ross Carlson;79;M;M;70000,00;5;1;High School;Professional;0;2;Person;Poor
Michele Ashe;79;M;F;90000,00;5;0;Partial College;Professional;1;2;Person;Standard
Deanna Fernandez;79;M;F;130000,00;4;4;Bachelors;Management;1;4;Person;Standard
Lacey Chande;79;M;F;130000,00;4;4;Partial College;Professional;1;4;Person;Standard
Claudia Yang;78;S;F;90000,00;5;0;Partial College;Professional;1;2;Person;Standard
Franklin Lin;78;S;M;170000,00;4;4;Bachelors;Management;0;4;Person;Standard
Savannah Brooks;70;M;F;90000,00;3;1;High School;Professional;1;2;Person;Standard
Adrienne Suarez;71;M;F;80000,00;4;2;Partial College;Professional;1;2;Person;Standard
Veronica Fernandez;70;M;F;100000,00;3;4;High School;Professional;1;2;Person;Standard
Megan Sherman;70;S;M;100000,00;3;4;High School;Professional;0;3;Person;Standard
Ricky Rubio;70;S;M;110000,00;3;4;Partial College;Professional;1;4;Person;Standard
Adriana Rodriguez;70;M;F;130000,00;3;4;Partial College;Professional;1;4;Person;Standard
Johnny Andersen;71;S;M;110000,00;3;5;Bachelors;Management;0;0;Person;Standard
Theodore Navarro;72;S;M;110000,00;4;5;Partial College;Professional;0;2;Person;Standard
Kara Nara;72;S;F;170000,00;4;5;Partial College;Professional;0;4;Person;Standard
Alison Deng;73;M;F;80000,00;4;1;High School;Professional;1;3;Person;Standard
Jose Mitchell;73;S;M;130000,00;4;5;High School;Professional;0;3;Person;Standard
Bob Gonzalez;73;M;M;130000,00;4;5;High School;Professional;1;3;Person;Standard
Karen Guo;74;S;F;90000,00;4;1;High School;Management;1;3;Person;Standard
Roberto Navarro;74;S;M;90000,00;4;1;High School;Management;1;3;Person;Standard
Carolyn Martinez;74;M;F;100000,00;3;4;Partial College;Management;1;4;Person;Standard
Colin Rai;74;M;M;130000,00;4;5;High School;Management;1;3;Person;Standard
Alison Yuan;75;S;F;150000,00;4;5;Partial College;Management;0;4;Person;Standard
Arturo Zhu;75;S;M;150000,00;3;5;High School;Management;0;4;Person;Good
Jake Hu;75;S;M;150000,00;4;5;High School;Management;0;4;Person;Standard
Gilbert Lal;76;S;M;170000,00;0;5;High School;Management;0;4;Person;Good
Meredith Lopez;77;S;F;90000,00;5;0;Partial High School;Skilled Manual;0;2;Person;Standard
Trevor Alexander;77;S;M;100000,00;3;5;Partial High School;Professional;0;0;Person;Standard
Wesley Zhao;77;M;M;110000,00;4;5;Partial High School;Professional;1;3;Person;Standard
Reginald Diaz;77;M;M;130000,00;5;5;Partial High School;Professional;1;4;Person;Standard
Marie Sai;77;M;F;160000,00;5;5;Partial High School;Professional;0;4;Person;Standard
Roy Chandra;77;S;M;170000,00;5;5;Partial High School;Professional;0;4;Person;Standard
Ronnie Liang;49;S;M;60000,00;0;0;Bachelors;Professional;0;3;Person;Standard
Harold Patel;49;M;M;60000,00;0;0;Bachelors;Professional;1;4;Person;Poor
Jerry Luo;49;S;M;70000,00;0;0;Bachelors;Professional;1;2;Person;Good
Suzanne Sun;49;M;F;70000,00;0;0;Bachelors;Professional;1;2;Person;Good
Kathryn Becker;48;S;F;70000,00;0;0;Bachelors;Professional;0;3;Person;Standard
Laura Zhao;49;S;F;70000,00;0;0;Bachelors;Professional;0;3;Person;Standard
Diana Alonso;50;M;F;70000,00;0;0;Bachelors;Professional;0;3;Person;Standard
Derek Pal;50;S;M;70000,00;0;0;Bachelors;Professional;0;3;Person;Standard
Jay Martinez;49;S;M;90000,00;0;0;Bachelors;Professional;0;2;Person;Good
Destiny Watson;50;M;F;70000,00;0;0;Bachelors;Professional;0;4;Person;Standard
Franklin Yuan;50;M;M;70000,00;0;0;Partial High School;Professional;1;4;Person;Standard
Kelvin Wu;51;S;M;80000,00;0;0;Bachelors;Professional;0;3;Person;Good
Heather Zhao;51;M;F;80000,00;0;0;Bachelors;Professional;1;3;Person;Good
Lee Dominguez;50;S;M;90000,00;0;0;Bachelors;Professional;1;2;Person;Good
Irma Sherwood;50;S;M;100000,00;0;5;High School;Management;1;2;Person;Good
Virginia Garcia;50;M;F;130000,00;4;5;High School;Management;1;4;Person;Standard
Lisa Li;51;M;F;90000,00;0;0;Bachelors;Professional;0;3;Person;Good
Natasha Munoz;51;S;F;90000,00;0;0;Bachelors;Professional;0;3;Person;Good
Preston Garcia;51;S;M;90000,00;0;0;Bachelors;Professional;0;3;Person;Good
Jake Zhu;52;S;M;80000,00;0;0;Bachelors;Professional;0;3;Person;Good
Melvin Rai;52;M;M;90000,00;0;0;Bachelors;Professional;1;3;Person;Good
Roger Wang;52;S;M;100000,00;0;5;High School;Management;0;3;Person;Good
Cassie Nath;52;M;F;100000,00;0;5;High School;Management;1;3;Person;Good
Kristine Ruiz;53;S;F;80000,00;0;0;Bachelors;Professional;0;4;Person;Standard
Katrina Nara;52;M;F;110000,00;0;5;High School;Management;1;3;Person;Good
Jenny Zhang;52;M;F;120000,00;0;5;Partial High School;Professional;0;4;Person;Good
Troy Kapoor;52;S;M;130000,00;4;5;High School;Management;0;4;Person;Standard
Pedro Suarez;53;S;M;90000,00;0;0;Bachelors;Professional;0;4;Person;Standard
Devon Chander;54;S;M;90000,00;0;0;Bachelors;Professional;1;4;Person;Standard
Stacy Serrano;54;M;F;100000,00;0;5;Partial High School;Professional;1;4;Person;Good
Lindsey Raje;54;M;F;120000,00;0;5;Partial High School;Professional;0;4;Person;Good
Dwayne Ortega;53;M;M;110000,00;0;5;Partial High School;Professional;1;4;Person;Good
Zoe Cook;75;M;F;40000,00;4;0;High School;Professional;1;2;Person;Poor
Kelsey She;76;M;F;30000,00;4;0;High School;Professional;0;2;Person;Poor
Brett Gonzalez;76;M;M;30000,00;4;0;High School;Professional;1;2;Person;Poor
Shelby Kelly;76;S;F;30000,00;4;0;High School;Professional;1;2;Person;Poor
Olivia Morgan;76;M;F;30000,00;4;0;High School;Professional;1;2;Person;Poor
Chad Shan;87;M;M;40000,00;4;0;High School;Professional;1;2;Person;Poor
Blake Hall;87;M;M;50000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Beth Torres;86;M;F;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Allison Murphy;86;M;F;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Yolanda Nath;86;M;F;60000,00;3;0;Graduate Degree;Management;0;2;Person;Standard
Seth Bryant;86;M;M;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Eric Edwards;85;S;M;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
David Walker;85;S;M;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Seth Perry;85;M;M;60000,00;3;0;Graduate Degree;Management;0;2;Person;Standard
Brianna Howard;85;M;F;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Hannah Powell;85;S;F;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Catherine James;84;S;F;60000,00;3;0;Bachelors;Management;0;2;Person;Standard
Xavier Cook;84;M;M;60000,00;3;0;Bachelors;Management;0;2;Person;Standard
Crystal He;84;M;F;60000,00;3;0;Bachelors;Management;1;2;Person;Standard
Gabrielle Rogers;84;S;F;60000,00;3;0;Bachelors;Management;1;2;Person;Standard
Anna Ward;84;M;F;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Nathan Flores;83;M;M;40000,00;4;0;High School;Professional;1;2;Person;Poor
Julia Lopez;83;S;F;40000,00;4;0;High School;Professional;0;2;Person;Poor
Ian Moore;83;M;M;50000,00;3;0;Bachelors;Management;1;2;Person;Standard
Lisa Yang;83;S;F;50000,00;4;0;Bachelors;Management;0;2;Person;Poor
Sarah Powell;81;M;F;60000,00;4;0;Bachelors;Management;1;2;Person;Poor
Edward Russell;81;S;M;60000,00;4;0;Bachelors;Management;1;2;Person;Poor
Jada Campbell;81;S;F;60000,00;4;0;Bachelors;Management;1;2;Person;Poor
Samuel Johnston;81;M;M;60000,00;4;0;Bachelors;Management;0;2;Person;Poor
Bryce Murphy;81;M;M;60000,00;4;0;Bachelors;Management;0;2;Person;Poor
Juan Murphy;80;M;M;30000,00;4;0;High School;Professional;1;2;Person;Poor
Jose Simmons;80;S;M;30000,00;5;0;Partial High School;Clerical;0;2;Person;Poor
Amanda King;80;S;F;30000,00;5;0;Partial High School;Clerical;0;2;Person;Poor
Aaron Washington;77;M;M;40000,00;4;0;High School;Professional;0;2;Person;Poor
Julia Baker;79;S;F;20000,00;5;0;Partial High School;Clerical;0;3;Person;Poor
Dakota Alexander;79;S;M;20000,00;5;0;Partial High School;Clerical;0;3;Person;Poor
Luke Butler;79;S;M;20000,00;5;0;Partial High School;Clerical;0;4;Person;Poor
Victoria Barnes;78;M;F;40000,00;5;0;High School;Professional;1;3;Person;Poor
Paige Simmons;78;S;F;40000,00;5;0;High School;Professional;0;4;Person;Poor
Taylor Sanders;78;M;F;70000,00;5;0;Bachelors;Management;1;3;Person;Poor
Julia Moore;78;M;F;70000,00;5;0;Bachelors;Management;1;3;Person;Poor
Alyssa Brooks;77;M;F;40000,00;2;1;High School;Professional;1;2;Person;Standard
Jenna Perez;77;M;F;40000,00;2;1;High School;Professional;0;2;Person;Standard
Kaitlyn Hill;77;M;F;70000,00;2;1;Bachelors;Management;1;1;Person;Standard
Anna Perry;77;S;F;70000,00;2;1;Bachelors;Management;0;1;Person;Standard
Madison Jones;77;S;F;70000,00;2;1;Bachelors;Management;0;1;Person;Standard
Arianna Price;77;S;F;70000,00;2;1;Bachelors;Management;0;1;Person;Standard
Ebony Fernandez;76;S;F;40000,00;2;1;High School;Professional;1;2;Person;Standard
Ian Washington;76;M;M;40000,00;2;1;High School;Professional;1;2;Person;Standard
Angela Morgan;76;S;F;40000,00;2;1;High School;Professional;1;2;Person;Standard
Hannah Martinez;76;M;F;40000,00;2;1;High School;Professional;0;2;Person;Standard
Chloe Diaz;76;S;F;60000,00;2;1;Partial College;Professional;1;1;Person;Standard
Katrina Xu;76;M;F;60000,00;2;1;Partial College;Professional;1;2;Person;Standard
Xavier Parker;76;M;M;70000,00;4;1;Bachelors;Management;1;2;Person;Standard
Alexandria Ross;76;S;F;70000,00;4;1;Bachelors;Management;1;2;Person;Standard
Christian Perry;75;M;M;40000,00;2;1;Partial High School;Skilled Manual;1;2;Person;Standard
Jeremy Cook;75;M;M;60000,00;2;1;Partial College;Professional;1;2;Person;Standard
Paige Cox;75;M;F;70000,00;4;1;Partial College;Professional;1;2;Person;Standard
Dylan Kumar;75;M;M;70000,00;5;1;Partial College;Professional;1;2;Person;Poor
Jackson Nelson;75;S;M;70000,00;5;1;Partial College;Professional;1;2;Person;Poor
Jeremy Roberts;74;M;M;60000,00;2;1;Partial College;Professional;1;2;Person;Standard
Blake Lee;74;M;M;60000,00;2;1;Partial College;Professional;1;1;Person;Standard
Nathan Long;74;S;M;60000,00;2;1;Partial College;Professional;1;1;Person;Standard
Wyatt Hernandez;74;M;M;70000,00;4;2;Partial College;Professional;1;1;Person;Standard
Thomas Flores;74;S;M;80000,00;3;1;Bachelors;Management;0;1;Person;Standard
Arianna Murphy;74;S;F;80000,00;3;1;Bachelors;Management;0;1;Person;Standard
Faith Rogers;73;M;F;60000,00;2;1;High School;Professional;1;2;Person;Standard
Shannon Alonso;73;M;M;60000,00;2;1;Partial College;Professional;1;2;Person;Standard
Charles Martin;73;M;M;60000,00;2;1;Partial College;Professional;1;2;Person;Standard
Jordan Kumar;73;M;M;60000,00;2;1;Partial College;Professional;1;2;Person;Standard
Melissa Murphy;72;S;F;70000,00;2;1;Partial High School;Skilled Manual;1;2;Person;Standard
Joan Ross;72;S;F;70000,00;2;1;Partial High School;Skilled Manual;1;2;Person;Standard
Ashley Long;71;M;F;60000,00;3;1;Partial High School;Skilled Manual;0;3;Person;Standard
Sandra Ye;50;M;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Christian Long;44;S;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Meredith Carlson;44;M;F;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Laura He;44;M;F;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Alexandra Rogers;45;S;F;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Theodore Carlson;46;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Omar Zhou;46;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Tasha Xie;46;S;F;30000,00;0;0;High School;Manual;0;1;Person;Good
Manuel Rodriguez;50;M;M;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Blake Carter;51;S;M;30000,00;0;0;High School;Manual;1;1;Person;Good
Rebekah Rubio;52;S;F;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Gary Alvarez;51;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Marco Fernandez;51;M;M;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Kari Ramos;51;S;F;40000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Jonathan White;52;M;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Allen Schmidt;52;M;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Daniel Shimshoni;52;S;F;30000,00;0;0;High School;Manual;1;1;Person;Good
Virginia Rana;52;S;F;30000,00;0;0;High School;Manual;0;1;Person;Good
Shaun Pal;52;S;M;30000,00;0;0;High School;Manual;1;1;Person;Good
Corey Chander;52;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Nancy Prasad;52;M;F;40000,00;1;1;Bachelors;Skilled Manual;1;1;Person;Standard
Brandy Malhotra;52;M;F;40000,00;1;1;Bachelors;Skilled Manual;1;1;Person;Standard
Rebekah Hernandez;52;S;F;40000,00;1;1;Partial College;Clerical;0;1;Person;Standard
Carly Kumar;52;M;F;40000,00;2;2;Partial College;Clerical;1;0;Person;Standard
Jeremy Brooks;108;S;M;10000,00;4;0;Partial High School;Manual;0;2;Person;Poor
Whitney Rodriguez;53;S;F;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Kelli Nath;53;S;F;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Colin Liu;53;M;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Damien Anand;53;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Terrence Black;53;S;M;40000,00;2;2;Partial College;Clerical;1;1;Person;Standard
Susan Zheng;53;M;F;40000,00;2;2;Partial College;Clerical;1;1;Person;Standard
Deanna Alvarez;53;S;F;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Mandy Zheng;53;M;F;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Hunter Ross;54;S;M;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Shawna Pal;54;M;F;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Alfredo Gutierrez;54;M;M;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Bailey Young;49;M;F;40000,00;3;3;Partial College;Clerical;1;0;Person;Poor
Marissa Hughes;49;M;F;40000,00;3;3;Partial College;Clerical;1;1;Person;Poor
Mallory Jimenez;50;M;F;40000,00;3;3;Partial College;Clerical;1;2;Person;Poor
Julia Diaz;50;S;F;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Chase Murphy;50;S;M;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Anthony Moore;49;M;M;40000,00;4;4;Partial College;Clerical;1;1;Person;Poor
Evan Mitchell;49;M;M;40000,00;4;4;Partial College;Clerical;1;1;Person;Poor
Wyatt Davis;94;M;M;30000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Luke Flores;58;S;M;80000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Jack Turner;58;S;M;80000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Madison Powell;58;S;F;80000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Savannah Ramirez;70;S;F;20000,00;3;0;Partial High School;Clerical;1;2;Person;Poor
Angela Bailey;70;S;F;20000,00;3;0;Partial High School;Clerical;1;2;Person;Poor
Hannah Davis;70;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Dalton Sanders;70;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Shelby Cooper;69;S;F;20000,00;3;0;Partial High School;Clerical;0;2;Person;Poor
Brittany Perry;69;S;F;20000,00;3;0;Partial High School;Clerical;0;2;Person;Poor
Rachel Ramirez;69;S;F;30000,00;1;0;High School;Clerical;0;2;Person;Poor
Chloe Coleman;68;S;F;30000,00;2;0;High School;Skilled Manual;0;2;Person;Poor
Brendan Yuan;68;M;M;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
Jennifer Ward;68;S;F;30000,00;2;0;High School;Skilled Manual;0;2;Person;Poor
Ian Russell;67;S;M;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Dakota Powell;67;S;M;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Jose Collins;67;M;M;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Marshall Guo;67;M;M;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Destiny Barnes;67;M;F;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Angela Howard;67;M;F;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
Cameron Jackson;66;S;M;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
Eduardo Jenkins;66;S;M;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
